id,name,now_cost,position,team,points_per_game_rank_type,selected_rank,bonus,penalties_saved,direct_freekicks_order,form_rank_type,ict_index,expected_goals_conceded_per_90,goals_conceded,saves,points_per_game,yellow_cards,minutes,penalties_missed,saves_per_90,starts_per_90,expected_goal_involvements_per_90,chance_of_playing_next_round,expected_goal_involvements,corners_and_indirect_freekicks_order,now_cost_rank,creativity_rank,ict_index_rank,creativity,expected_goals_conceded,goals_conceded_per_90,ep_next,starts,own_goals,now_cost_rank_type,web_name,clean_sheets,selected_by_percent,creativity_rank_type,threat,clean_sheets_per_90,threat_rank,points_per_game_rank,news,bps,news_added,red_cards,influence_rank_type,expected_assists,selected_rank_type,value_season,form_rank,influence_rank,total_points,status,ict_index_rank_type,expected_assists_per_90,influence,goals_scored,expected_goals_per_90,expected_goals,assists,threat_rank_type,penalties_order
477,Rhian Brewster,50,FWD,Sheffield Utd,59,281,0,0,,24,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,223,574,576,0.0,0.00,0.0,0.9,0,0,44,Brewster,0,0.4,58,0.0,0.0,572,576,,0,,0,58,0.00,49,0.0,396,575,0,a,59,0.0,0.0,0,0.0,0.00,0,59,2.0
478,Ismaila Coulibaly,45,MID,Sheffield Utd,212,369,0,0,,47,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,25.0,0.00,,480,531,534,0.0,0.00,0.0,0.1,0,0,239,Coulibaly,0,0.2,211,0.0,0.0,524,536,Knee injury - 25% chance of playing,0,2023-08-04T11:00:04.362630Z,0,210,0.00,117,0.0,287,533,0,d,210,0.0,0.0,0,0.0,0.00,0,209,
479,Adam Davies,40,GKP,Sheffield Utd,37,328,0,0,,14,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,532,385,400,0.0,0.00,0.0,0.5,0,0,43,Davies,0,0.2,24,0.0,0.0,367,405,,0,,0,37,0.00,51,0.0,20,398,0,a,37,0.0,0.0,0,0.0,0.00,0,15,
480,John Egan,45,DEF,Sheffield Utd,181,353,0,0,,83,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,333,467,472,0.0,0.00,0.0,1.5,0,0,59,Egan,0,0.2,180,0.0,0.0,454,477,,0,,0,180,0.00,131,0.0,140,470,0,a,180,0.0,0.0,0,0.0,0.00,0,179,
481,John Fleck,50,MID,Sheffield Utd,228,551,0,0,,72,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,75.0,0.00,2.0,152,554,557,0.0,0.00,0.0,0.8,0,0,97,Fleck,0,0.0,227,0.0,0.0,549,558,Knock - 75% chance of playing,0,2023-08-04T11:00:04.379703Z,0,227,0.00,207,0.0,325,556,0,d,227,0.0,0.0,0,0.0,0.00,0,226,
482,Wes Foderingham,45,GKP,Sheffield Utd,64,265,0,0,,51,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,319,461,467,0.0,0.00,0.0,1.8,0,0,19,Foderingham,0,0.4,59,0.0,0.0,448,472,,0,,0,64,0.00,40,0.0,126,465,0,a,64,0.0,0.0,0,0.0,0.00,0,52,
483,Daniel Jebbison,50,FWD,Sheffield Utd,65,495,0,0,,37,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,290,596,596,0.0,0.00,0.0,0.9,0,0,57,Jebbison,0,0.1,65,0.0,0.0,593,596,,0,,0,65,0.00,72,0.0,463,596,0,a,65,0.0,0.0,0,0.0,0.00,0,65,
484,Max Lowe,45,DEF,Sheffield Utd,184,450,0,0,,96,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,353,475,479,0.0,0.00,0.0,1.5,0,0,72,Lowe,0,0.1,184,0.0,0.0,465,483,,0,,0,184,0.00,175,0.0,160,477,0,a,184,0.0,0.0,0,0.0,0.00,0,183,
485,Oliver McBurnie,55,FWD,Sheffield Utd,68,344,0,0,,42,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,104,600,600,0.0,0.00,0.0,1.3,0,0,30,McBurnie,0,0.2,68,0.0,0.0,600,600,,0,,0,68,0.00,59,0.0,492,600,0,a,68,0.0,0.0,0,0.0,0.00,0,68,
486,Iliman Ndiaye,55,FWD,Sheffield Utd,69,290,0,0,,46,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.00,,137,603,603,0.0,0.00,0.0,0.0,0,0,34,Ndiaye,0,0.3,69,0.0,0.0,603,603,Permanent transfer to Marseille,0,2023-08-02T07:28:59.550053Z,0,69,0.00,53,0.0,525,603,0,u,69,0.0,0.0,0,0.0,0.00,0,69,
487,Rhys Norrington-Davies,40,DEF,Sheffield Utd,168,308,0,0,,46,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,596,438,448,0.0,0.00,0.0,0.5,0,0,193,Norrington-Davies,0,0.3,167,0.0,0.0,423,453,,0,,0,167,0.00,112,0.0,84,446,0,a,167,0.0,0.0,0,0.0,0.00,0,166,
488,Oliver Norwood,50,MID,Sheffield Utd,231,510,0,0,1.0,80,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,1.0,165,557,560,0.0,0.00,0.0,1.1,0,0,105,Norwood,0,0.1,230,0.0,0.0,552,561,,0,,0,230,0.00,175,0.0,338,559,0,a,230,0.0,0.0,0,0.0,0.00,0,229,
489,Ben Osborn,50,MID,Sheffield Utd,236,590,0,0,,110,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,207,564,566,0.0,0.00,0.0,1.1,0,0,135,Osborn,0,0.0,236,0.0,0.0,562,566,,0,,0,236,0.00,242,0.0,380,565,0,a,236,0.0,0.0,0,0.0,0.00,0,236,
490,William Osula,45,FWD,Sheffield Utd,57,237,0,0,,19,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,508,547,551,0.0,0.00,0.0,0.5,0,0,76,Osula,0,0.5,56,0.0,0.0,542,552,,0,,0,56,0.00,44,0.0,315,550,0,a,57,0.0,0.0,0,0.0,0.00,0,57,
576,Jack Robinson,45,DEF,Sheffield Utd,180,475,0,0,,75,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,322,463,469,0.0,0.00,0.0,1.5,0,0,51,Robinson,0,0.1,179,0.0,0.0,450,474,,0,,0,179,0.00,188,0.0,129,467,0,a,179,0.0,0.0,0,0.0,0.00,0,178,
587,Anis Slimane,50,MID,Sheffield Utd,252,528,0,0,,161,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,286,593,593,0.0,0.00,0.0,1.1,0,0,186,Slimane,0,0.1,252,0.0,0.0,590,593,,0,,0,252,0.00,186,0.0,459,593,0,a,252,0.0,0.0,0,0.0,0.00,0,252,
592,Yasser Larouci,45,DEF,Sheffield Utd,200,508,0,0,,158,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,458,521,525,0.0,0.00,0.0,1.5,0,0,134,Larouci,0,0.1,200,0.0,0.0,514,527,,0,,0,200,0.00,198,0.0,265,523,0,a,200,0.0,0.0,0,0.0,0.00,0,199,
593,Bénie Traoré,55,FWD,Sheffield Utd,73,560,0,0,,51,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,146,608,608,0.0,0.00,0.0,1.3,0,0,39,T.Bénie,0,0.0,73,0.0,0.0,608,608,,0,,0,73,0.00,75,0.0,534,608,0,a,73,0.0,0.0,0,0.0,0.00,0,73,
491,Brandon Austin,40,GKP,Spurs,50,389,0,0,,30,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,570,417,429,0.0,0.00,0.0,1.0,0,0,59,Austin,0,0.2,40,0.0,0.0,401,434,,0,,0,50,0.00,57,0.0,58,427,0,a,50,0.0,0.0,0,0.0,0.00,0,31,
492,Rodrigo Bentancur,55,MID,Spurs,25,608,7,0,,191,90.7,1.18,24,0,3.9,8,1501,0,0.0,1.02,0.18,0.0,2.94,,117,164,134,180.2,19.71,1.44,0.0,17,0,73,Bentancur,6,0.0,105,236.0,0.36,131,58,Knee injury - Expected back 04 Nov,342,2023-07-05T16:30:03.838788Z,0,49,0.68,257,12.9,505,105,71,i,82,0.04,489.6,5,0.14,2.26,2,85,
493,Yves Bissouma,50,MID,Spurs,160,402,0,0,,139,29.0,1.25,20,0,1.2,6,998,0,0.0,0.9,0.05,,0.54,,253,194,293,137.0,13.91,1.8,1.6,10,0,164,Bissouma,1,0.2,120,24.0,0.09,316,354,,176,,0,124,0.37,127,5.4,426,286,27,a,137,0.03,129.8,0,0.02,0.17,0,158,
494,Bryan Gil Salvatierra,50,MID,Spurs,91,598,0,0,,147,8.5,0.55,1,0,2.2,1,146,0,0.0,1.23,0.11,0.0,0.18,,267,310,345,27.5,0.90,0.62,0.0,2,0,172,Bryan,1,0.0,158,27.0,0.62,311,228,Groin Injury - Unknown return date,22,2023-08-04T11:00:04.405468Z,0,158,0.08,247,1.8,440,353,9,i,160,0.05,30.4,0,0.06,0.10,1,156,
495,Ben Davies,45,DEF,Spurs,31,197,3,0,,92,89.9,1.05,33,0,3.2,4,2284,0,0.0,1.02,0.1,,2.48,,343,111,135,291.8,26.59,1.3,2.0,26,0,68,Davies,9,0.8,22,172.0,0.35,165,116,,470,,0,44,1.47,64,22.0,150,128,99,a,30,0.06,434.0,2,0.04,1.01,3,29,
496,Eric Dier,45,DEF,Spurs,49,163,5,0,3.0,78,100.1,1.38,52,0,2.9,3,2816,0,0.0,0.99,0.08,,2.31,,327,219,118,112.3,43.12,1.66,2.0,31,0,54,Dier,9,1.1,65,235.0,0.29,132,148,,569,,0,17,0.55,53,21.3,134,59,96,a,24,0.02,653.2,2,0.06,1.76,1,17,
497,Emerson Leite de Souza Junior,45,DEF,Spurs,28,225,9,0,,151,82.1,1.16,27,0,3.3,2,1729,0,0.0,1.04,0.13,,2.58,,436,162,151,181.6,22.24,1.41,2.0,20,0,127,E.Royal,7,0.6,41,234.0,0.36,133,109,,402,,1,54,0.97,75,19.1,243,147,86,a,36,0.05,403.6,2,0.08,1.61,2,18,
498,Fraser Forster,40,GKP,Spurs,23,69,1,1,,6,26.9,1.42,24,32,2.9,1,1215,0,2.37,0.96,0.0,,0.00,,518,375,299,0.0,19.21,1.78,1.0,13,0,35,Forster,3,5.6,16,0.0,0.22,357,145,,222,,0,19,0.00,12,10.0,6,215,40,a,19,0.0,267.8,0,0.0,0.00,0,7,
499,Pierre-Emile Højbjerg,55,MID,Spurs,45,224,10,0,,177,150.0,1.29,57,0,3.4,5,3131,0,0.0,1.01,0.15,,5.15,,97,54,61,501.7,45.05,1.64,2.0,35,0,59,Højbjerg,10,0.6,46,237.0,0.29,130,105,,629,,0,12,3.13,75,21.8,485,29,120,a,45,0.09,758.0,4,0.06,2.02,5,84,
500,Harry Kane,125,FWD,Spurs,2,38,48,0,2.0,75,386.3,1.3,62,0,6.9,6,3406,1,0.0,1.0,0.66,,24.96,,2,23,1,759.6,49.11,1.64,3.6,38,0,2,Kane,11,11.4,1,1760.0,0.29,2,3,,1008,,0,2,4.01,8,21.0,611,2,263,a,1,0.11,1342.0,30,0.55,20.95,9,2,1.0
501,Dejan Kulusevski,70,MID,Spurs,52,130,5,0,,244,156.0,1.32,40,0,3.2,2,2062,0,0.0,1.0,0.33,,7.44,3.0,36,37,57,639.4,30.15,1.75,2.5,23,0,23,Kulusevski,8,1.8,31,514.0,0.35,54,124,,310,,0,63,4.76,46,13.7,584,142,96,a,42,0.21,410.8,2,0.12,2.68,7,37,
502,Hugo Lloris,50,GKP,Spurs,16,194,12,0,,62,54.0,1.23,39,79,3.6,0,2205,0,3.22,1.02,0.0,,0.00,,148,552,222,0.0,30.16,1.59,3.2,25,1,4,Lloris,7,0.8,68,0.0,0.29,547,83,,456,,0,13,0.00,31,17.8,321,89,89,a,13,0.0,540.0,0,0.0,0.00,0,63,
503,Giovani Lo Celso,50,MID,Spurs,245,409,0,0,,126,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,227,576,578,0.0,0.00,0.0,1.6,0,0,151,Lo Celso,0,0.2,245,0.0,0.0,574,578,,0,,0,245,0.00,130,0.0,400,577,0,a,245,0.0,0.0,0,0.0,0.00,0,245,
504,James Maddison,75,MID,Spurs,10,37,9,0,,248,259.7,1.71,54,0,4.5,10,2479,1,0.0,1.02,0.51,,14.03,,20,9,13,984.9,47.16,1.96,2.6,28,0,12,Maddison,4,11.9,7,805.0,0.15,25,21,,520,,0,9,5.53,13,18.0,590,23,135,a,10,0.2,802.4,10,0.31,8.50,9,16,
505,Tanguy Ndombélé Alvaro,45,MID,Spurs,197,178,0,0,,22,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,425,499,502,0.0,0.00,0.0,1.0,0,0,214,Ndombele,0,0.9,196,0.0,0.0,490,505,,0,,0,194,0.00,61,0.0,232,500,0,a,194,0.0,0.0,0,0.0,0.00,0,191,
506,Pedro Porro,50,DEF,Spurs,12,94,5,0,4.0,192,90.9,1.54,26,0,3.9,0,1132,0,0.0,1.03,0.32,,4.10,4.0,272,77,133,403.7,19.42,2.07,2.3,13,0,32,Pedro Porro,2,3.5,12,175.0,0.16,164,57,,253,,0,65,2.29,31,11.8,445,178,59,a,29,0.18,330.4,3,0.14,1.81,3,28,
507,Ivan Perišić,50,DEF,Spurs,59,117,6,0,5.0,172,164.2,1.45,44,0,2.8,6,2099,0,0.0,0.99,0.33,,7.71,2.0,151,26,48,732.8,33.91,1.89,2.3,23,0,12,Perišić,6,2.4,5,394.0,0.26,82,166,,430,,0,31,5.23,37,18.8,324,95,94,a,4,0.22,517.8,1,0.11,2.48,8,4,
508,Sergio Reguilón,45,DEF,Spurs,188,327,0,0,,118,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,385,486,489,0.0,0.00,0.0,2.0,0,0,94,Reguilón,0,0.2,188,0.0,0.0,476,493,,0,,0,188,0.00,122,0.0,192,487,0,a,188,0.0,0.0,0,0.0,0.00,0,187,
509,Richarlison de Andrade,70,MID,Spurs,110,113,2,0,,242,86.3,1.36,18,0,2.0,3,995,0,0.0,1.09,0.44,,4.89,,34,143,140,221.5,14.99,1.63,2.5,12,0,21,Richarlison,3,2.6,95,435.0,0.27,69,268,,165,,0,108,1.46,40,7.7,582,244,54,a,84,0.13,209.8,1,0.31,3.43,5,50,
510,Joe Rodon,40,DEF,Spurs,156,284,0,0,,28,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,569,416,428,0.0,0.00,0.0,1.0,0,0,175,Rodon,0,0.3,154,0.0,0.0,400,433,,0,,0,155,0.00,98,0.0,57,426,0,a,155,0.0,0.0,0,0.0,0.00,0,152,
511,Cristian Romero,45,DEF,Spurs,80,175,3,0,,137,77.3,1.3,41,0,2.4,9,2363,0,0.0,0.99,0.1,,2.52,,413,195,161,136.2,34.11,1.56,2.0,26,0,113,Romero,8,0.9,53,91.0,0.3,230,206,,447,,1,29,1.02,57,14.7,220,87,66,a,42,0.04,546.2,0,0.06,1.50,2,71,
512,Davinson Sánchez,45,DEF,Spurs,114,419,1,0,,106,31.0,1.35,17,0,1.6,1,848,0,0.0,0.85,0.09,,0.85,,368,294,286,40.0,12.76,1.8,2.0,8,0,82,Sánchez,2,0.2,107,56.0,0.21,268,304,,166,,0,93,0.20,161,6.2,175,241,28,a,103,0.02,213.8,0,0.07,0.65,0,95,
513,Pape Matar Sarr,45,MID,Spurs,154,192,0,0,,53,8.6,2.47,11,0,1.3,1,211,0,0.0,0.85,0.04,,0.09,,488,311,344,26.8,5.80,4.69,1.0,2,0,245,Sarr,0,0.8,159,4.0,0.0,345,346,,60,,0,148,0.03,65,3.1,295,335,14,a,159,0.01,55.4,0,0.03,0.06,1,171,
514,Ryan Sessegnon,45,DEF,Spurs,89,593,0,0,,109,54.3,1.17,15,0,2.1,4,805,0,0.0,1.01,0.3,25.0,2.74,,374,232,221,103.0,10.48,1.68,0.5,9,0,85,Sessegnon,1,0.0,74,290.0,0.11,107,235,Hamstring injury - 25% chance of playing,121,2023-07-12T00:30:03.648310Z,0,108,1.10,204,7.8,181,272,35,d,76,0.12,148.6,2,0.18,1.64,1,10,
515,Oliver Skipp,50,MID,Spurs,114,545,1,0,,130,43.4,1.37,28,0,1.9,7,1489,0,0.0,1.09,0.04,,0.70,,235,180,253,157.5,22.65,1.69,1.6,18,0,155,Skipp,4,0.1,112,52.0,0.24,279,273,,199,,0,103,0.41,201,8.6,408,234,43,a,119,0.02,222.4,1,0.02,0.29,0,141,
516,Son Heung-min,90,MID,Spurs,19,78,8,0,1.0,257,250.2,1.33,55,0,4.2,2,2886,0,0.0,1.03,0.45,,14.36,1.0,5,16,16,852.0,42.74,1.72,3.0,33,0,3,Son,9,4.9,13,919.0,0.28,20,39,,471,,0,14,4.56,26,16.9,608,35,152,a,11,0.14,732.6,10,0.31,9.80,6,11,3.0
517,Djed Spence,40,DEF,Spurs,132,199,0,0,,31,2.2,8.46,0,0,1.0,0,5,0,0.0,0.0,1.08,,0.06,,578,355,370,1.3,0.47,0.0,1.0,0,0,178,Spence,0,0.7,132,20.0,0.0,319,361,,10,,0,137,0.00,65,1.0,66,387,4,a,133,0.0,0.2,0,1.08,0.06,0,120,
518,Japhet Tanganga,40,DEF,Spurs,130,189,0,0,,22,3.3,2.29,5,0,1.0,0,145,0,0.0,1.24,0.01,,0.01,,560,344,366,6.2,3.69,3.1,1.0,2,0,169,Tanganga,0,0.8,127,0.0,0.0,391,359,,32,,0,130,0.01,62,1.0,48,355,4,a,132,0.01,27.6,0,0.0,0.00,0,146,
519,Destiny Udogie,45,DEF,Spurs,202,195,0,0,,167,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,491,536,540,0.0,0.00,0.0,2.0,0,0,143,Udogie,0,0.8,202,0.0,0.0,531,541,,0,,0,202,0.00,63,0.0,298,539,0,a,202,0.0,0.0,0,0.0,0.00,0,202,
520,Guglielmo Vicario,50,GKP,Spurs,71,208,0,0,,67,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,220,571,573,0.0,0.00,0.0,3.2,0,0,9,Vicario,0,0.6,70,0.0,0.0,569,573,,0,,0,71,0.00,33,0.0,393,572,0,a,71,0.0,0.0,0,0.0,0.00,0,67,
521,Alfie Whiteman,40,GKP,Spurs,47,314,0,0,,26,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,555,406,419,0.0,0.00,0.0,1.0,0,0,55,Whiteman,0,0.3,36,0.0,0.0,389,424,,0,,0,47,0.00,50,0.0,43,417,0,a,47,0.0,0.0,0,0.0,0.00,0,27,
583,Manor Solomon,55,MID,Spurs,87,382,1,0,,202,43.4,1.96,11,0,2.3,0,560,0,0.0,0.64,0.32,,1.99,,130,239,254,97.6,12.18,1.77,2.0,4,0,84,Solomon,0,0.2,133,117.0,0.0,206,219,,156,,0,104,0.78,119,8.0,518,237,44,a,120,0.13,219.0,4,0.19,1.21,0,114,
522,Nayef Aguerd,45,DEF,West Ham,34,218,5,0,,127,61.4,1.6,28,0,3.2,4,1594,0,0.0,0.96,0.14,,2.46,,396,269,202,67.9,28.42,1.58,2.0,17,0,103,N.Aguerd,5,0.6,95,118.0,0.28,203,119,,320,,0,45,0.23,73,12.9,203,130,58,a,65,0.01,428.2,2,0.13,2.23,0,56,
523,Michail Antonio,60,FWD,West Ham,22,132,4,0,,53,109.1,1.46,29,0,2.5,2,1822,0,0.0,1.04,0.36,,7.27,,57,147,102,209.0,29.47,1.43,2.1,21,0,20,Antonio,5,1.8,15,579.0,0.25,46,203,,222,,0,18,0.58,27,14.0,536,188,84,a,16,0.03,305.8,5,0.33,6.69,3,14,
524,Alphonse Areola,40,GKP,West Ham,29,7,0,0,,12,6.8,2.24,7,9,1.4,0,307,0,2.64,0.59,0.0,,0.00,,528,383,355,0.0,7.63,2.05,1.0,2,0,41,Areola,0,31.4,22,0.0,0.0,365,326,,42,,0,25,0.00,1,1.8,16,325,7,a,25,0.0,69.4,0,0.0,0.00,0,13,
525,Saïd Benrahma,60,MID,West Ham,60,177,5,0,2.0,217,182.7,1.43,32,0,3.0,0,2059,0,0.0,0.96,0.45,,10.32,,66,36,41,640.4,32.76,1.4,2.2,22,0,40,Benrahma,6,0.9,30,669.0,0.26,34,144,,360,,0,44,3.28,60,17.7,545,96,106,a,30,0.14,517.4,6,0.31,7.04,3,23,2.0
526,Jarrod Bowen,70,MID,West Ham,31,74,9,0,4.0,239,241.8,1.33,50,0,3.8,2,3232,1,0.0,1.0,0.43,,15.38,1.0,31,31,18,686.4,47.84,1.39,2.5,36,0,18,Bowen,9,5.2,25,1099.0,0.25,11,69,,431,,0,30,6.00,23,20.7,579,65,145,a,12,0.17,630.2,6,0.26,9.38,9,5,4.0
527,Maxwel Cornet,55,MID,West Ham,181,446,0,0,,178,12.5,1.85,5,0,1.0,0,232,0,0.0,0.78,0.54,,1.38,,98,307,334,30.7,4.77,1.94,2.0,2,0,60,Cornet,0,0.1,156,71.0,0.0,256,387,,22,,0,159,0.12,145,2.5,486,354,14,a,155,0.05,27.8,0,0.49,1.26,0,133,
528,Vladimír Coufal,45,DEF,West Ham,87,302,2,0,,99,82.1,1.28,35,0,2.1,5,2135,0,0.0,1.01,0.08,,1.99,,358,87,150,371.2,30.46,1.48,2.0,24,0,75,Coufal,4,0.3,16,58.0,0.17,267,233,,327,,0,56,1.71,108,12.9,165,152,58,a,35,0.07,389.0,0,0.01,0.28,2,94,
529,Conor Coventry,45,MID,West Ham,166,513,0,0,,20,0.0,0.0,0,0,1.0,0,1,0,0.0,0.0,0.0,,0.00,,414,495,498,0.0,0.00,0.0,1.0,0,0,212,Coventry,0,0.1,194,0.0,0.0,486,369,,3,,0,192,0.00,176,0.2,221,496,1,a,192,0.0,0.0,0,0.0,0.00,0,189,
530,Aaron Cresswell,45,DEF,West Ham,67,168,8,0,1.0,65,114.2,1.32,32,0,2.6,3,2235,0,0.0,0.97,0.12,,3.21,3.0,306,38,96,635.3,32.82,1.29,2.0,24,0,41,Cresswell,6,1.0,6,81.0,0.24,240,181,,439,,0,46,2.85,55,16.4,113,133,74,a,16,0.11,421.4,0,0.01,0.36,1,79,
531,Flynn Downes,50,MID,West Ham,155,579,0,0,,134,16.0,1.62,14,0,1.3,2,752,0,0.0,0.84,0.06,,0.54,,243,290,323,42.8,13.53,1.68,1.6,7,0,159,Downes,1,0.0,152,51.0,0.12,280,347,,104,,0,144,0.11,232,5.4,416,326,27,a,150,0.01,68.2,0,0.05,0.43,0,142,
532,Emerson Palmieri dos Santos,45,DEF,West Ham,106,262,2,0,,85,62.4,1.59,28,0,1.8,2,1317,0,0.0,1.09,0.1,,1.57,2.0,335,150,199,204.8,23.26,1.91,2.0,16,0,61,Emerson,2,0.4,36,183.0,0.14,157,281,,209,,0,84,0.77,89,8.7,142,226,39,a,64,0.05,233.4,1,0.05,0.80,0,25,
533,Lukasz Fabianski,45,GKP,West Ham,18,97,10,1,,44,77.0,1.32,48,109,3.5,1,3111,0,3.15,1.04,0.0,,0.00,,297,455,162,0.0,45.55,1.39,2.3,36,0,12,Fabianski,9,3.4,54,0.0,0.26,440,92,,622,,0,7,0.00,14,28.2,104,27,127,a,7,0.0,772.0,0,0.0,0.00,0,45,
534,Pablo Fornals Malla,50,MID,West Ham,90,465,6,0,,133,79.9,1.51,28,0,2.2,0,1493,0,0.0,1.02,0.25,,4.14,5.0,241,101,154,317.9,25.06,1.69,1.6,17,0,158,P.Fornals,1,0.1,76,212.0,0.06,144,227,,282,,0,96,2.01,153,14.2,414,213,71,a,90,0.12,272.0,3,0.13,2.13,1,94,
535,Danny Ings,60,FWD,West Ham,19,135,13,0,,54,123.7,1.5,26,0,2.8,4,1579,0,0.0,0.85,0.55,,9.70,,61,149,84,207.1,26.29,1.48,2.1,15,0,21,Ings,5,1.7,16,620.0,0.28,40,172,,317,,0,13,1.27,29,16.2,540,139,97,a,13,0.07,412.2,8,0.48,8.43,2,12,
536,Ben Johnson,45,DEF,West Ham,110,463,1,0,,138,25.9,1.64,13,0,1.7,0,860,0,0.0,0.94,0.05,,0.46,,415,261,303,76.8,15.66,1.36,2.0,9,0,114,Johnson,2,0.1,91,20.0,0.21,320,294,,164,,0,104,0.40,183,6.4,222,264,29,a,111,0.04,161.6,0,0.01,0.06,0,121,
537,Thilo Kehrer,45,DEF,West Ham,76,376,4,0,,122,57.6,1.27,34,0,2.5,4,2229,0,0.0,1.01,0.05,,1.12,,389,200,214,127.0,31.51,1.37,2.0,25,1,98,Kehrer,5,0.2,56,83.0,0.2,237,198,,362,,0,62,0.63,141,14.9,196,170,67,a,72,0.03,362.6,0,0.02,0.49,3,76,
538,Divin Mubama,45,FWD,West Ham,55,65,0,0,,17,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,492,537,541,0.0,0.00,0.0,1.0,0,0,74,Mubama,0,5.9,54,0.0,0.0,532,542,,0,,0,54,0.00,13,0.0,299,540,0,a,55,0.0,0.0,0,0.0,0.00,0,55,
539,Lucas Tolentino Coelho de Lima,60,MID,West Ham,44,146,8,0,3.0,222,145.4,1.41,39,0,3.5,5,2154,0,0.0,1.13,0.29,,7.01,,74,58,66,471.9,33.84,1.63,2.2,27,0,45,L.Paquetá,6,1.4,49,474.0,0.25,59,100,,395,,0,46,2.62,51,16.3,553,101,98,a,49,0.11,504.4,4,0.18,4.39,5,42,3.0
541,Gianluca Scamacca,60,FWD,West Ham,21,288,7,0,,56,62.0,1.11,12,0,2.6,3,921,0,0.0,1.07,0.29,,2.93,,70,179,201,160.7,11.41,1.17,2.1,11,0,23,Scamacca,3,0.3,20,312.0,0.29,102,193,,110,,0,26,0.51,52,6.8,549,271,41,a,26,0.05,151.8,3,0.24,2.42,0,26,
542,Tomáš Souček,50,MID,West Ham,68,161,6,0,,132,127.1,1.38,42,0,2.8,3,2811,0,0.0,1.02,0.16,,5.05,,239,135,79,230.1,43.04,1.34,1.6,32,0,157,Souček,8,1.1,92,472.0,0.26,60,169,,364,,0,39,1.03,56,20.0,412,83,100,a,57,0.03,565.6,2,0.13,4.02,4,43,
543,Nikola Vlašić,45,MID,West Ham,193,230,0,0,,14,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,372,482,485,0.0,0.00,0.0,1.0,0,0,206,Vlašić,0,0.6,191,0.0,0.0,472,489,,0,,0,189,0.00,76,0.0,179,483,0,a,189,0.0,0.0,0,0.0,0.00,0,186,
544,Kurt Zouma,45,DEF,West Ham,23,185,8,0,,81,67.4,1.26,29,0,3.5,0,1988,0,0.0,1.09,0.09,,2.07,,331,323,191,18.7,27.88,1.31,2.0,24,0,57,Zouma,7,0.9,120,239.0,0.32,129,93,,385,,0,50,0.11,61,19.6,138,138,88,a,59,0.0,415.0,2,0.09,1.96,1,16,
577,Angelo Ogbonna,45,DEF,West Ham,55,442,4,0,,61,27.4,1.49,19,0,2.8,0,1234,0,0.0,0.95,0.03,,0.33,,298,304,298,35.2,20.42,1.39,2.0,13,0,37,Ogbonna,4,0.1,115,24.0,0.29,315,162,,217,,0,94,0.07,172,9.8,105,243,44,a,107,0.01,212.8,0,0.02,0.26,0,118,
545,Rayan Aït-Nouri,45,DEF,Wolves,100,292,0,0,,162,48.9,1.55,18,0,2.0,4,1067,0,0.0,0.76,0.18,,2.10,,468,197,233,131.1,18.36,1.52,1.5,9,1,138,Aït-Nouri,4,0.3,55,156.0,0.34,172,257,,194,,0,97,0.84,102,9.1,275,247,41,a,80,0.07,200.4,1,0.11,1.26,0,32,
